CookerStat, GenerateAssetRegistry=0.022680, Initialize=0.114508, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_0, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/Character/RiggingShooterCharacter2_dot_3_Skeleton.uasset, AutoPackageBackupDelegate=0.098471, FlushAsyncLoading=0.004422, FlushStreamingFunc=0.048131, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.221550, TagPackageExports=0.024617, BeginCacheForCookedPlatformData=0.001386, SerializeImports=0.226252, GatherLocalizableTextData=0.068322, MarkNames=0.006083, SerializeSummary=0.012722, SerializeNames=0.040106, SerializeGatherableTextData=0.001661, BuildExportMap=0.012722, SortExportsNonSeekfree=0.005532, SortExportsSeekfreeConstructor=0.063341, SortExportsSeekfreeInner=0.096254, SortExportsSeekfree=0.002492, BuildDependencyMap=0.007465, SerializeImportMap=0.030149, SerializeExportMap=0.006638, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.041764, SerializeExports=0.285447, SerializeBulkData=0.012446, MoveFile=0.453617, UnaccountedTime=0.483487, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_11, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/Character/Material_002.uasset, AutoPackageBackupDelegate=0.093486, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.033192, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.109807, TagPackageExports=0.031810, BeginCacheForCookedPlatformData=0.001106, SerializeImports=0.222381, GatherLocalizableTextData=0.242852, MarkNames=0.004701, SerializeSummary=0.011064, SerializeNames=0.024617, SerializeGatherableTextData=0.004150, BuildExportMap=0.015210, SortExportsNonSeekfree=0.006914, SortExportsSeekfreeConstructor=0.007194, SortExportsSeekfreeInner=0.304252, SortExportsSeekfree=0.002492, BuildDependencyMap=0.007190, SerializeImportMap=0.006087, SerializeExportMap=0.004977, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.668868, SerializeExports=0.128616, SerializeBulkData=0.004701, MoveFile=0.445317, UnaccountedTime=0.584722, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_12, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/Character/Material_003.uasset, AutoPackageBackupDelegate=0.091001, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.022404, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.111192, TagPackageExports=0.031531, BeginCacheForCookedPlatformData=0.001382, SerializeImports=0.223767, GatherLocalizableTextData=0.241466, MarkNames=0.004977, SerializeSummary=0.010788, SerializeNames=0.024341, SerializeGatherableTextData=0.004426, BuildExportMap=0.015490, SortExportsNonSeekfree=0.006638, SortExportsSeekfreeConstructor=0.007190, SortExportsSeekfreeInner=0.305362, SortExportsSeekfree=0.002488, BuildDependencyMap=0.006638, SerializeImportMap=0.007469, SerializeExportMap=0.005256, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.067440, SerializeExports=0.142723, SerializeBulkData=0.004701, MoveFile=0.518613, UnaccountedTime=0.483211, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_13, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/Character/RiggingShooterCharacter2_dot_3_Anim_Armature_JumpStart.uasset, AutoPackageBackupDelegate=0.094041, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.023235, BlockTillAllRequestsFinished=0.003044, ResetLoadersForSaveUnMarkAllObjects=0.114787, TagPackageExports=0.062231, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.268850, GatherLocalizableTextData=0.287935, MarkNames=0.005808, SerializeSummary=0.009127, SerializeNames=0.046469, SerializeGatherableTextData=0.001106, BuildExportMap=0.017148, SortExportsNonSeekfree=0.026830, SortExportsSeekfreeConstructor=0.007745, SortExportsSeekfreeInner=0.344638, SortExportsSeekfree=0.002488, BuildDependencyMap=0.007745, SerializeImportMap=0.006359, SerializeExportMap=0.005256, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.170443, SerializeExports=0.368424, SerializeBulkData=0.004981, MoveFile=0.531338, UnaccountedTime=0.517510, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_14, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/Character/RiggingShooterCharacter2_dot_3_Anim_Cube_Idle.uasset, AutoPackageBackupDelegate=0.093486, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.023235, BlockTillAllRequestsFinished=0.003040, ResetLoadersForSaveUnMarkAllObjects=0.111744, TagPackageExports=0.047296, BeginCacheForCookedPlatformData=0.001382, SerializeImports=0.248659, GatherLocalizableTextData=0.286553, MarkNames=0.005808, SerializeSummary=0.009406, SerializeNames=0.048678, SerializeGatherableTextData=0.001106, BuildExportMap=0.029873, SortExportsNonSeekfree=0.008851, SortExportsSeekfreeConstructor=0.007190, SortExportsSeekfreeInner=0.351276, SortExportsSeekfree=0.002488, BuildDependencyMap=0.007469, SerializeImportMap=0.006638, SerializeExportMap=0.005256, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.257570, SerializeExports=0.347406, SerializeBulkData=0.004977, MoveFile=0.471041, UnaccountedTime=0.474911, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_15, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/Character/RiggingShooterCharacter2_dot_3_Anim_Cylinder_Idle.uasset, AutoPackageBackupDelegate=0.094593, FlushAsyncLoading=0.003874, FlushStreamingFunc=0.024892, BlockTillAllRequestsFinished=0.003319, ResetLoadersForSaveUnMarkAllObjects=0.113957, TagPackageExports=0.047021, BeginCacheForCookedPlatformData=0.001658, SerializeImports=0.247829, GatherLocalizableTextData=0.308126, MarkNames=0.006087, SerializeSummary=0.009403, SerializeNames=0.047576, SerializeGatherableTextData=0.001106, BuildExportMap=0.017978, SortExportsNonSeekfree=0.009958, SortExportsSeekfreeConstructor=0.007745, SortExportsSeekfreeInner=0.363167, SortExportsSeekfree=0.002768, BuildDependencyMap=0.010509, SerializeImportMap=0.009682, SerializeExportMap=0.005256, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.321742, SerializeExports=0.317253, SerializeBulkData=0.004426, MoveFile=0.425402, UnaccountedTime=0.464126, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_16, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Blueprints/Player.uasset, AutoPackageBackupDelegate=28.976347, FlushAsyncLoading=0.009958, FlushStreamingFunc=0.028763, BlockTillAllRequestsFinished=0.004150, ResetLoadersForSaveUnMarkAllObjects=0.392213, TagPackageExports=65.549652, BeginCacheForCookedPlatformData=0.006914, SerializeImports=73.458321, GatherLocalizableTextData=50.390041, MarkNames=0.339106, SerializeSummary=0.019915, SerializeNames=0.627868, SerializeGatherableTextData=0.325553, BuildExportMap=0.625659, SortExportsNonSeekfree=9.584009, SortExportsSeekfreeConstructor=0.083528, SortExportsSeekfreeInner=89.335144, SortExportsSeekfree=0.009403, BuildDependencyMap=0.493445, SerializeImportMap=0.048403, SerializeExportMap=0.282403, SerializeDependencyMap=0.053659, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.923614, SerializeExports=90.205032, SerializeBulkData=0.012171, MoveFile=0.871275, UnaccountedTime=0.345744, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
SavePackageTransactionId369DAE8241448C553130C780D95BEA37_17, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Blueprints/Player.uasset, AutoPackageBackupDelegate=19.424423, FlushAsyncLoading=0.008296, FlushStreamingFunc=0.092108, BlockTillAllRequestsFinished=0.007745, ResetLoadersForSaveUnMarkAllObjects=0.205785, TagPackageExports=61.521599, BeginCacheForCookedPlatformData=0.007469, SerializeImports=67.319572, GatherLocalizableTextData=42.938301, MarkNames=0.311725, SerializeSummary=0.019085, SerializeNames=0.620127, SerializeGatherableTextData=0.303701, BuildExportMap=0.625104, SortExportsNonSeekfree=9.428840, SortExportsSeekfreeConstructor=0.013828, SortExportsSeekfreeInner=87.841255, SortExportsSeekfree=0.009678, BuildDependencyMap=0.493169, SerializeImportMap=0.047851, SerializeExportMap=0.282679, SerializeDependencyMap=0.054769, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.710576, SerializeExports=86.811493, SerializeBulkData=0.011891, MoveFile=0.856061, UnaccountedTime=0.318363, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
MaterialTransactionIdC9E3CCFF4EEA873EEE421AA919C98A73_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3F0967C424CA95269A71530AF42672392_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000064000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210440444444232341414141414141414141414121301214141414141414140443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444442500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=2423.845459, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
MaterialTransactionIdC9E3CCFF4EEA873EEE421AA919C98A73_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ35F0D9FCF40AF75421B7CAAA750A9C4BE_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000064000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210440444444232341414141414141414141414121301214141414141414140443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444442500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=3184.984131, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
DDCTransactionId32C991BE45CB20CFCC9CF0BCC139497C_0, PutCachedData=, CacheKey=STATICMESH_37403C6FB9441A6992E4CB614156E6A_8C68575CEF434CA8A9E1DA4AED8A47BB_BD__C74526FA00B2882E622377421AC9CCD3CC851B30, StartTime=2016.05.25-01.50.26, HierarchicalDDC=, DataSize=93417, Duration=2.083033, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
DDCTransactionId94762D3F4E2A8934CF916EBA546A4072_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BDD67F764B3C995990125E97713BB4D__1CDE31CDFBD5B11ADCC6C455554DC0E4F95466C5, StartTime=2016.05.25-01.50.26, HierarchicalDDC=, DataSize=16600, Duration=1.711845, RunGuid=RunID5A85F4FF413F54A5C1D8E58CA268F64A
